age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,predicted_deposit,probability,predicted_proba
32,technician,single,university.degree,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5121638387136476,0.5121638387136476
28,blue-collar,married,basic.9y,yes,no,telephone,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,0.04100852703266202,0.04100852703266202
48,services,divorced,high.school,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.27618039467360783,0.27618039467360783
45,blue-collar,married,illiterate,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.4862245205501907,0.4862245205501907
35,admin.,married,high.school,yes,no,cellular,may,tue,6,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,0.4203962198385438,0.4203962198385438
49,entrepreneur,married,university.degree,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.4888026188557671,0.4888026188557671
37,technician,single,university.degree,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.577968780813825,0.577968780813825
31,admin.,divorced,high.school,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,1,0.5027617361334028,0.5027617361334028
34,admin.,single,university.degree,no,no,cellular,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5662197424820354,0.5662197424820354
58,retired,married,basic.6y,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5368277827588344,0.5368277827588344
36,blue-collar,married,basic.9y,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,0.36737391997011687,0.36737391997011687
37,management,married,university.degree,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.37099529508768975,0.37099529508768975
47,technician,married,university.degree,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1,0.5768384482302973,0.5768384482302973
31,technician,married,university.degree,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1,0.5248499342293252,0.5248499342293252
34,admin.,married,university.degree,yes,yes,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.3729576712358983,0.3729576712358983
36,blue-collar,single,basic.6y,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,0.5476826826785512,0.5476826826785512
42,blue-collar,married,basic.4y,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.35110487886162656,0.35110487886162656
38,blue-collar,married,basic.4y,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,0.5176206292256365,0.5176206292256365
45,blue-collar,single,basic.9y,yes,yes,cellular,nov,mon,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,1,0.5467680931778429,0.5467680931778429
34,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.46294292866609044,0.46294292866609044
33,technician,married,professional.course,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.34235106074502547,0.34235106074502547
44,blue-collar,married,basic.4y,no,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1,0.5740697081329642,0.5740697081329642
37,admin.,single,high.school,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.357566964657982,0.357566964657982
39,admin.,single,university.degree,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,1,0.5901350230999756,0.5901350230999756
43,management,married,university.degree,no,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,1,0.5488326556559568,0.5488326556559568
29,technician,married,university.degree,no,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.12967563419752168,0.12967563419752168
31,admin.,single,university.degree,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.41429734519866085,0.41429734519866085
40,admin.,single,professional.course,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5185077653349356,0.5185077653349356
45,management,married,basic.9y,yes,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5681278954257862,0.5681278954257862
35,admin.,married,university.degree,yes,yes,cellular,may,thu,9,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.3379284801216354,0.3379284801216354
57,management,married,basic.9y,yes,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1,0.5785824107491718,0.5785824107491718
51,management,married,university.degree,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.4605745549918366,0.4605745549918366
33,technician,married,university.degree,no,no,cellular,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.4659888418475126,0.4659888418475126
47,housemaid,married,university.degree,no,no,telephone,may,tue,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4749870581139488,0.4749870581139488
41,blue-collar,married,basic.4y,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1,0.563272405516448,0.563272405516448
49,technician,married,professional.course,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.5824410990342774,0.5824410990342774
46,admin.,married,university.degree,no,no,cellular,aug,tue,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.5864476119262099,0.5864476119262099
46,entrepreneur,married,high.school,no,yes,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.469191446595152,0.469191446595152
45,technician,single,university.degree,no,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.4600726279116177,0.4600726279116177
40,services,married,high.school,yes,no,cellular,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,0,0.3798223377567651,0.3798223377567651
41,blue-collar,married,basic.6y,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.47740366291350594,0.47740366291350594
54,services,single,basic.6y,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.44434640758449606,0.44434640758449606
58,blue-collar,married,basic.4y,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4938513339000685,0.4938513339000685
45,blue-collar,married,basic.9y,no,no,telephone,jun,thu,16,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.36633146662553556,0.36633146662553556
60,admin.,single,high.school,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.46754352184831444,0.46754352184831444
48,admin.,single,university.degree,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,0.5140091154357886,0.5140091154357886
33,blue-collar,married,high.school,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.5231477437429229,0.5231477437429229
26,admin.,married,high.school,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5448471302884121,0.5448471302884121
49,unemployed,married,basic.6y,no,no,cellular,apr,mon,5,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.4725861582531647,0.4725861582531647
49,services,married,high.school,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.40355113868427306,0.40355113868427306
41,housemaid,married,university.degree,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.42147253173331045,0.42147253173331045
25,student,single,high.school,no,no,telephone,may,mon,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.020402417389890466,0.020402417389890466
41,blue-collar,married,high.school,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4890261001625722,0.4890261001625722
46,technician,married,professional.course,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.45098757301691095,0.45098757301691095
40,housemaid,single,university.degree,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4512127295596012,0.4512127295596012
53,admin.,married,basic.4y,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5289930578823331,0.5289930578823331
42,blue-collar,married,basic.4y,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1,0.5352600091976327,0.5352600091976327
40,services,married,high.school,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5547285535894537,0.5547285535894537
36,admin.,divorced,university.degree,no,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.3562402498889837,0.3562402498889837
41,management,married,basic.9y,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4013420234571818,0.4013420234571818
43,retired,married,basic.4y,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.3967875713441554,0.3967875713441554
34,blue-collar,married,professional.course,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.438856301349989,0.438856301349989
34,admin.,married,university.degree,yes,no,telephone,jun,fri,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5192786759747043,0.5192786759747043
33,admin.,married,high.school,yes,yes,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,0.46421350510498904,0.46421350510498904
49,services,divorced,high.school,yes,no,cellular,jul,tue,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.5761699605031437,0.5761699605031437
38,admin.,single,university.degree,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.5093196066590077,0.5093196066590077
44,technician,married,high.school,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1,0.5468090594214563,0.5468090594214563
30,admin.,married,university.degree,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5006133065047335,0.5006133065047335
47,entrepreneur,single,university.degree,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.4776458350080457,0.4776458350080457
38,entrepreneur,married,university.degree,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4904126066424973,0.4904126066424973
29,technician,married,professional.course,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.5852467902904622,0.5852467902904622
53,services,married,high.school,no,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,0.2991945428018604,0.2991945428018604
30,services,single,high.school,yes,no,telephone,may,wed,6,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.07874766956325599,0.07874766956325599
33,admin.,single,university.degree,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.4954942753825921,0.4954942753825921
35,student,single,university.degree,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1,0.5052394694662649,0.5052394694662649
49,blue-collar,married,basic.4y,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1,0.5631519929190862,0.5631519929190862
32,services,single,basic.6y,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.5632983193795011,0.5632983193795011
36,services,single,high.school,yes,no,telephone,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.4193063705995203,0.4193063705995203
40,technician,single,university.degree,yes,no,telephone,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5585665685097062,0.5585665685097062
41,services,married,basic.9y,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1,0.5657057096333056,0.5657057096333056
48,admin.,divorced,basic.9y,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5090812005042642,0.5090812005042642
38,blue-collar,married,basic.4y,no,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1,0.5772429974959281,0.5772429974959281
36,services,single,high.school,no,no,cellular,may,wed,6,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.2535828981392813,0.2535828981392813
37,blue-collar,married,high.school,no,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,0.3655833861242471,0.3655833861242471
33,management,married,high.school,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.44705520268649734,0.44705520268649734
42,technician,married,high.school,no,no,cellular,nov,mon,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,0.3330349907029399,0.3330349907029399
39,admin.,married,university.degree,no,no,cellular,may,mon,5,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,0.24061736391148628,0.24061736391148628
36,housemaid,divorced,basic.4y,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.20991813755840952,0.20991813755840952
37,admin.,married,high.school,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3244069189327153,0.3244069189327153
39,blue-collar,married,basic.9y,no,no,telephone,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.48132264929114144,0.48132264929114144
53,technician,married,professional.course,no,yes,cellular,jul,tue,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.4734672108815457,0.4734672108815457
47,admin.,married,university.degree,no,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4380051603011312,0.4380051603011312
46,blue-collar,married,basic.9y,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.39053118514787466,0.39053118514787466
36,technician,married,high.school,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.30522890336855985,0.30522890336855985
43,technician,single,university.degree,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,1,0.5347329818699611,0.5347329818699611
53,admin.,single,basic.6y,yes,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3323303046061882,0.3323303046061882
55,retired,married,basic.9y,no,no,telephone,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,0.03775386638512928,0.03775386638512928
32,retired,married,high.school,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,1,0.5347021444656577,0.5347021444656577
33,management,married,university.degree,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.4097990253908437,0.4097990253908437
50,services,divorced,high.school,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.4974212550962131,0.4974212550962131
31,admin.,single,university.degree,yes,yes,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.48903734046384895,0.48903734046384895
32,blue-collar,married,high.school,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1,0.555780975393747,0.555780975393747
35,self-employed,divorced,basic.9y,no,yes,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.40454156879947056,0.40454156879947056
31,blue-collar,single,basic.9y,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.42643255123776025,0.42643255123776025
37,technician,married,professional.course,no,no,cellular,aug,fri,10,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5829332690879595,0.5829332690879595
34,blue-collar,married,basic.6y,yes,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.49032184171920784,0.49032184171920784
41,management,married,university.degree,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.4936881385673676,0.4936881385673676
31,services,married,high.school,yes,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,0.46873476140823606,0.46873476140823606
29,self-employed,married,basic.9y,yes,no,telephone,may,fri,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.10983092258512522,0.10983092258512522
32,entrepreneur,married,university.degree,no,no,telephone,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.43721298107903667,0.43721298107903667
36,admin.,divorced,university.degree,yes,no,cellular,aug,thu,10,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,1,0.5596568531218392,0.5596568531218392
32,management,married,university.degree,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.3628715187895246,0.3628715187895246
50,housemaid,married,basic.4y,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.27484402473073294,0.27484402473073294
48,blue-collar,married,basic.6y,yes,no,cellular,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1,0.588507549645804,0.588507549645804
28,blue-collar,married,basic.6y,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1,0.5328586207738659,0.5328586207738659
38,technician,married,professional.course,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,0.5608531753313462,0.5608531753313462
45,blue-collar,married,basic.9y,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1,0.5468608865098616,0.5468608865098616
35,entrepreneur,married,high.school,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.43818099828696155,0.43818099828696155
59,retired,married,university.degree,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.39057858629350706,0.39057858629350706
38,blue-collar,married,professional.course,yes,no,telephone,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.4016539900761234,0.4016539900761234
33,admin.,married,high.school,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.2824039596890824,0.2824039596890824
53,blue-collar,married,basic.9y,no,yes,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1,0.5759566095982963,0.5759566095982963
38,technician,married,professional.course,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4370473774698096,0.4370473774698096
33,management,married,university.degree,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.4779770654458584,0.4779770654458584
50,management,married,university.degree,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,1,0.5386852147098491,0.5386852147098491
35,technician,single,university.degree,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1,0.551722143062061,0.551722143062061
34,technician,married,professional.course,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.4416068536122362,0.4416068536122362
54,unemployed,married,high.school,no,no,telephone,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.3591431760614569,0.3591431760614569
36,self-employed,single,basic.4y,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1,0.5129089223818322,0.5129089223818322
38,technician,married,university.degree,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,1,0.5634720367531804,0.5634720367531804
36,blue-collar,single,high.school,yes,yes,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.37531017319225185,0.37531017319225185
25,blue-collar,married,basic.9y,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4436078180905887,0.4436078180905887
32,blue-collar,married,basic.6y,yes,no,telephone,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,0.4434153419284407,0.4434153419284407
40,management,married,university.degree,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.5805084757790085,0.5805084757790085
43,admin.,married,high.school,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4601687965663833,0.4601687965663833
31,technician,divorced,professional.course,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5751035819938995,0.5751035819938995
29,technician,married,university.degree,no,no,cellular,jul,thu,23,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.02130247370293828,0.02130247370293828
59,housemaid,divorced,basic.4y,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.4869227552419412,0.4869227552419412
32,admin.,divorced,university.degree,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.5220422583200349,0.5220422583200349
39,blue-collar,divorced,basic.9y,no,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5478229305098647,0.5478229305098647
32,blue-collar,single,university.degree,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,1,0.5062885013382705,0.5062885013382705
36,technician,married,professional.course,no,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.5792845948144911,0.5792845948144911
42,housemaid,married,basic.4y,yes,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,0.4285759244542889,0.4285759244542889
48,technician,married,professional.course,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1,0.5178290286846574,0.5178290286846574
51,blue-collar,married,basic.4y,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1,0.5447320386934925,0.5447320386934925
32,admin.,single,university.degree,yes,no,cellular,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.4619058078496983,0.4619058078496983
40,technician,married,professional.course,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5602254302008192,0.5602254302008192
44,blue-collar,married,basic.4y,no,yes,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.38473192604636275,0.38473192604636275
33,services,married,basic.4y,yes,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.44611463553441966,0.44611463553441966
33,technician,married,professional.course,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.25206377871907537,0.25206377871907537
37,services,married,high.school,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.47477316494236144,0.47477316494236144
29,admin.,single,university.degree,yes,yes,cellular,nov,thu,4,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,1,0.5282423623358232,0.5282423623358232
49,services,married,basic.4y,no,no,cellular,nov,thu,2,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.31019213400634765,0.31019213400634765
57,blue-collar,married,basic.4y,no,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.39260811130031203,0.39260811130031203
30,admin.,married,high.school,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.32186208726993487,0.32186208726993487
35,admin.,married,high.school,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.45563725318441767,0.45563725318441767
51,housemaid,divorced,high.school,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.32036428529528327,0.32036428529528327
56,services,married,high.school,no,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3880993314716178,0.3880993314716178
29,admin.,married,university.degree,no,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.5763307494649232,0.5763307494649232
23,entrepreneur,married,university.degree,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.515000672918289,0.515000672918289
31,technician,married,professional.course,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.28385081467807566,0.28385081467807566
31,technician,married,university.degree,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.4682527190294214,0.4682527190294214
41,blue-collar,divorced,basic.9y,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5318811117796184,0.5318811117796184
40,blue-collar,married,basic.6y,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,0.37864123142210115,0.37864123142210115
36,admin.,married,high.school,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.45483404390386994,0.45483404390386994
56,services,married,high.school,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.4509117832964507,0.4509117832964507
24,services,married,high.school,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.4919397080890333,0.4919397080890333
36,blue-collar,married,high.school,yes,no,telephone,jun,thu,11,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1,0.5403290799830881,0.5403290799830881
58,management,married,university.degree,no,no,telephone,may,mon,10,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3346717129354402,0.3346717129354402
29,admin.,married,high.school,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3427021602156593,0.3427021602156593
32,admin.,single,high.school,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.36522594009368514,0.36522594009368514
