age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,predicted_deposit,probability,predicted_proba
24,student,single,high.school,yes,yes,cellular,jul,tue,3,999,1,failure,-1.7,94.215,-40.3,0.835,4991.6,1,0.929293206214478,0.929293206214478
33,technician,married,university.degree,yes,no,cellular,sep,wed,1,999,1,failure,-1.1,94.199,-37.5,0.876,4963.6,1,0.929293206214478,0.929293206214478
31,admin.,single,high.school,yes,no,cellular,jul,wed,1,999,1,failure,-1.7,94.215,-40.3,0.84,4991.6,1,0.929293206214478,0.929293206214478
48,self-employed,divorced,university.degree,no,no,cellular,aug,fri,1,999,1,failure,-1.7,94.027,-38.3,0.898,4991.6,1,0.929293206214478,0.929293206214478
72,retired,married,professional.course,no,no,cellular,sep,wed,1,999,1,failure,-1.1,94.199,-37.5,0.886,4963.6,1,0.929293206214478,0.929293206214478
22,services,single,professional.course,no,no,cellular,jul,tue,1,999,1,failure,-1.7,94.215,-40.3,0.835,4991.6,1,0.929293206214478,0.929293206214478
53,technician,married,professional.course,yes,yes,cellular,mar,mon,1,999,1,failure,-1.8,93.369,-34.8,0.646,5008.7,1,0.9291012996111548,0.9291012996111548
25,self-employed,single,university.degree,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.749,-34.6,0.643,5008.7,1,0.9291012996111548,0.9291012996111548
79,retired,married,basic.9y,yes,yes,cellular,may,mon,1,999,1,failure,-1.8,93.876,-40.0,0.697,5008.7,1,0.9291012996111548,0.9291012996111548
29,technician,married,university.degree,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.749,-34.6,0.645,5008.7,1,0.9291012996111548,0.9291012996111548
73,retired,married,basic.4y,yes,no,cellular,mar,mon,2,999,1,failure,-1.8,93.369,-34.8,0.646,5008.7,1,0.9291012996111548,0.9291012996111548
70,retired,married,basic.4y,yes,no,cellular,dec,wed,1,999,2,failure,-3.0,92.713,-33.0,0.715,5023.5,1,0.9286430134962629,0.9286430134962629
74,retired,divorced,basic.4y,no,yes,cellular,apr,mon,2,14,2,failure,-1.8,93.749,-34.6,0.643,5008.7,1,0.9285938540461187,0.9285938540461187
67,retired,married,professional.course,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1,0.9285555977167227,0.9285555977167227
39,management,married,university.degree,no,no,cellular,jun,mon,1,999,1,failure,-1.7,94.055,-39.8,0.72,4991.6,1,0.9284102942913746,0.9284102942913746
29,self-employed,single,university.degree,yes,no,cellular,jun,mon,2,999,1,failure,-1.7,94.055,-39.8,0.72,4991.6,1,0.9284102942913746,0.9284102942913746
33,blue-collar,single,basic.4y,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.9283777511909109,0.9283777511909109
35,management,divorced,university.degree,no,no,cellular,dec,mon,2,999,1,failure,-3.0,92.713,-33.0,0.706,5023.5,1,0.9280648318127886,0.9280648318127886
46,admin.,married,basic.6y,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.9280120506868262,0.9280120506868262
46,technician,married,professional.course,no,no,cellular,aug,thu,1,999,1,failure,-1.7,94.027,-38.3,0.904,4991.6,1,0.927852911775681,0.927852911775681
31,admin.,married,university.degree,no,no,cellular,aug,tue,2,999,1,failure,-1.7,94.027,-38.3,0.904,4991.6,1,0.927852911775681,0.927852911775681
34,blue-collar,married,basic.9y,no,yes,cellular,aug,tue,1,999,1,failure,-1.7,94.027,-38.3,0.904,4991.6,1,0.927852911775681,0.927852911775681
81,retired,divorced,basic.4y,yes,no,cellular,nov,mon,1,999,1,failure,-3.4,92.649,-30.1,0.715,5017.5,1,0.9278054330142363,0.9278054330142363
31,technician,single,professional.course,no,no,cellular,aug,mon,2,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,1,0.9276704984085713,0.9276704984085713
41,management,married,basic.6y,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.9275931558094106,0.9275931558094106
47,admin.,married,university.degree,yes,yes,cellular,dec,mon,5,999,0,nonexistent,-3.0,92.713,-33.0,0.717,5023.5,1,0.9274985572928515,0.9274985572928515
48,admin.,married,university.degree,no,no,cellular,dec,mon,2,999,0,nonexistent,-3.0,92.713,-33.0,0.717,5023.5,1,0.9274985572928515,0.9274985572928515
54,blue-collar,married,high.school,no,no,cellular,dec,mon,1,999,0,nonexistent,-3.0,92.713,-33.0,0.717,5023.5,1,0.9274985572928515,0.9274985572928515
18,student,single,basic.4y,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.9272525134225537,0.9272525134225537
25,admin.,single,university.degree,yes,no,cellular,oct,fri,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,1,0.9272422152410499,0.9272422152410499
39,admin.,single,high.school,yes,no,cellular,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,1,0.9272422152410499,0.9272422152410499
47,admin.,married,high.school,yes,no,cellular,oct,fri,1,999,1,failure,-1.1,94.601,-49.5,0.972,4963.6,1,0.9270999794162234,0.9270999794162234
80,retired,married,professional.course,yes,no,cellular,oct,thu,1,999,1,failure,-1.1,94.601,-49.5,1.025,4963.6,1,0.9270999794162234,0.9270999794162234
24,services,single,high.school,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,0.927020686905246,0.927020686905246
28,unemployed,single,basic.4y,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.9269427026321696,0.9269427026321696
31,housemaid,single,university.degree,no,no,cellular,nov,mon,4,999,0,nonexistent,-1.1,94.767,-50.8,1.039,4963.6,1,0.9268710148400647,0.9268710148400647
23,student,single,basic.9y,yes,no,cellular,sep,mon,1,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,1,0.9268286095581704,0.9268286095581704
78,retired,married,basic.4y,yes,no,cellular,jul,mon,2,999,1,failure,-1.7,94.215,-40.3,0.87,4991.6,1,0.9268286095581704,0.9268286095581704
37,entrepreneur,married,university.degree,yes,no,cellular,nov,mon,1,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,1,0.926509388123336,0.926509388123336
58,retired,divorced,university.degree,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1,0.9264403676797598,0.9264403676797598
67,retired,married,professional.course,no,no,telephone,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1,0.9262847486618481,0.9262847486618481
32,self-employed,married,basic.6y,yes,no,cellular,may,mon,3,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,1,0.9262210233091016,0.9262210233091016
50,technician,married,high.school,yes,no,cellular,dec,mon,1,999,1,failure,-3.0,92.713,-33.0,0.717,5023.5,1,0.9260015375751054,0.9260015375751054
30,student,single,high.school,no,no,cellular,dec,mon,1,999,1,failure,-3.0,92.713,-33.0,0.717,5023.5,1,0.9260015375751054,0.9260015375751054
57,retired,married,university.degree,no,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1,0.9259259455927424,0.9259259455927424
49,admin.,single,high.school,no,no,cellular,oct,fri,1,999,1,failure,-3.4,92.431,-26.9,0.739,5017.5,1,0.925740326317577,0.925740326317577
47,technician,divorced,high.school,yes,no,cellular,nov,mon,1,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,1,0.9257352938977813,0.9257352938977813
36,self-employed,single,university.degree,yes,no,cellular,nov,mon,4,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,1,0.9257352938977813,0.9257352938977813
29,admin.,single,university.degree,no,no,cellular,oct,mon,2,999,1,failure,-3.4,92.431,-26.9,0.731,5017.5,1,0.9257352938977813,0.9257352938977813
24,student,single,professional.course,no,no,cellular,nov,mon,2,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,1,0.9257352938977813,0.9257352938977813
23,technician,single,professional.course,no,yes,cellular,apr,tue,4,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,0.9252614802080602,0.9252614802080602
20,student,single,high.school,yes,yes,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.9252614802080602,0.9252614802080602
30,technician,married,university.degree,no,yes,cellular,jun,fri,1,999,1,failure,-1.7,94.055,-39.8,0.748,4991.6,1,0.9250540587013186,0.9250540587013186
54,admin.,married,university.degree,no,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9250090283661481,0.9250090283661481
50,blue-collar,married,basic.9y,yes,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9250090283661481,0.9250090283661481
54,admin.,married,high.school,no,no,cellular,jun,fri,3,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.9250090283661481,0.9250090283661481
56,entrepreneur,married,university.degree,yes,no,cellular,jul,thu,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,1,0.9250090283661481,0.9250090283661481
57,admin.,married,university.degree,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,1,0.9250090283661481,0.9250090283661481
69,entrepreneur,married,high.school,no,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9250090283661481,0.9250090283661481
59,retired,divorced,university.degree,no,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.9250090283661481,0.9250090283661481
61,admin.,married,university.degree,yes,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9250090283661481,0.9250090283661481
56,self-employed,married,university.degree,yes,no,cellular,jun,thu,3,999,0,nonexistent,-2.9,92.963,-40.8,1.235,5076.2,1,0.9250090283661481,0.9250090283661481
69,entrepreneur,married,high.school,no,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9250090283661481,0.9250090283661481
58,retired,divorced,high.school,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.9250090283661481,0.9250090283661481
60,retired,married,basic.6y,yes,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.9250090283661481,0.9250090283661481
57,entrepreneur,married,basic.4y,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9250090283661481,0.9250090283661481
51,technician,single,university.degree,no,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.9250090283661481,0.9250090283661481
51,admin.,single,university.degree,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.9250090283661481,0.9250090283661481
50,admin.,divorced,university.degree,yes,no,cellular,mar,tue,19,999,0,nonexistent,-1.8,92.843,-50.0,1.614,5099.1,1,0.9249648357981972,0.9249648357981972
25,admin.,single,high.school,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.9246369301179685,0.9246369301179685
62,blue-collar,married,basic.4y,yes,yes,cellular,nov,mon,1,999,1,failure,-3.4,92.649,-30.1,0.719,5017.5,1,0.9244051136023929,0.9244051136023929
34,technician,married,professional.course,yes,no,cellular,nov,mon,2,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,1,0.9244051136023929,0.9244051136023929
30,self-employed,single,university.degree,yes,no,cellular,jul,tue,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,1,0.9244039124113693,0.9244039124113693
26,student,single,university.degree,yes,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9244039124113693,0.9244039124113693
33,technician,single,university.degree,yes,yes,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9244039124113693,0.9244039124113693
29,technician,married,high.school,no,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.9244039124113693,0.9244039124113693
30,admin.,single,university.degree,yes,no,cellular,jun,wed,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9244039124113693,0.9244039124113693
22,admin.,single,university.degree,yes,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.286,5076.2,1,0.9244039124113693,0.9244039124113693
33,housemaid,married,university.degree,no,no,cellular,jun,tue,3,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.9244039124113693,0.9244039124113693
31,services,married,high.school,no,no,cellular,jun,wed,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9244039124113693,0.9244039124113693
29,student,single,professional.course,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.9244039124113693,0.9244039124113693
31,management,married,university.degree,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.9244039124113693,0.9244039124113693
24,self-employed,single,university.degree,no,yes,cellular,jul,thu,2,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,1,0.9244039124113693,0.9244039124113693
29,technician,single,university.degree,yes,no,cellular,jul,fri,1,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,1,0.9244039124113693,0.9244039124113693
33,technician,married,professional.course,no,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.9244039124113693,0.9244039124113693
33,admin.,single,university.degree,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.9244039124113693,0.9244039124113693
27,admin.,single,university.degree,yes,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.9244039124113693,0.9244039124113693
33,management,divorced,university.degree,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9244039124113693,0.9244039124113693
31,management,single,university.degree,no,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9244039124113693,0.9244039124113693
28,self-employed,single,professional.course,yes,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9244039124113693,0.9244039124113693
26,technician,single,university.degree,yes,yes,cellular,jul,tue,2,999,0,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,1,0.9244039124113693,0.9244039124113693
21,student,single,high.school,no,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9244039124113693,0.9244039124113693
30,admin.,single,university.degree,no,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.9244039124113693,0.9244039124113693
26,self-employed,single,university.degree,yes,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.9244039124113693,0.9244039124113693
30,admin.,single,university.degree,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9244039124113693,0.9244039124113693
24,technician,single,professional.course,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.9244039124113693,0.9244039124113693
29,student,single,high.school,yes,no,cellular,jul,thu,2,999,0,nonexistent,-2.9,92.469,-33.6,1.018,5076.2,1,0.9244039124113693,0.9244039124113693
29,technician,married,university.degree,yes,no,cellular,jul,wed,2,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,1,0.9244039124113693,0.9244039124113693
29,technician,married,university.degree,no,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9244039124113693,0.9244039124113693
26,student,single,high.school,yes,no,cellular,jul,tue,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,1,0.9244039124113693,0.9244039124113693
33,admin.,divorced,university.degree,no,yes,cellular,jul,thu,3,999,0,nonexistent,-2.9,92.469,-33.6,0.927,5076.2,1,0.9244039124113693,0.9244039124113693
30,technician,single,university.degree,yes,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.9244039124113693,0.9244039124113693
20,student,single,high.school,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9244039124113693,0.9244039124113693
27,student,single,high.school,no,no,cellular,jul,thu,3,999,0,nonexistent,-2.9,92.469,-33.6,0.927,5076.2,1,0.9244039124113693,0.9244039124113693
28,management,married,basic.6y,no,yes,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.9244039124113693,0.9244039124113693
24,technician,single,high.school,yes,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.9244039124113693,0.9244039124113693
26,unemployed,single,high.school,yes,no,cellular,jul,tue,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,1,0.9244039124113693,0.9244039124113693
28,technician,single,professional.course,yes,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9244039124113693,0.9244039124113693
32,admin.,single,university.degree,yes,no,cellular,jun,thu,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9244039124113693,0.9244039124113693
31,unemployed,divorced,university.degree,yes,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.9244039124113693,0.9244039124113693
27,admin.,single,university.degree,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.9244039124113693,0.9244039124113693
21,admin.,single,high.school,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9244039124113693,0.9244039124113693
29,admin.,single,university.degree,no,yes,cellular,jun,thu,4,999,0,nonexistent,-2.9,92.963,-40.8,1.235,5076.2,1,0.9244039124113693,0.9244039124113693
25,unemployed,married,university.degree,no,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.286,5076.2,1,0.9244039124113693,0.9244039124113693
34,admin.,married,university.degree,yes,no,cellular,jul,thu,1,999,2,failure,-1.7,94.215,-40.3,0.81,4991.6,1,0.9243362033710596,0.9243362033710596
54,admin.,divorced,university.degree,yes,no,cellular,sep,thu,1,999,2,failure,-1.1,94.199,-37.5,0.878,4963.6,1,0.9243362033710596,0.9243362033710596
35,entrepreneur,single,university.degree,yes,no,cellular,jul,wed,1,999,2,failure,-1.7,94.215,-40.3,0.802,4991.6,1,0.9243362033710596,0.9243362033710596
26,technician,single,professional.course,no,no,cellular,jul,thu,3,999,2,failure,-1.7,94.215,-40.3,0.899,4991.6,1,0.9243362033710596,0.9243362033710596
59,blue-collar,married,basic.9y,yes,no,cellular,may,mon,7,6,1,success,-1.8,92.893,-46.2,1.354,5099.1,1,0.9240702411076381,0.9240702411076381
35,services,divorced,high.school,yes,no,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,1,0.9237253000269251,0.9237253000269251
51,technician,married,professional.course,no,yes,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,1,0.9237253000269251,0.9237253000269251
39,services,married,high.school,no,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.755,5017.5,1,0.9237253000269251,0.9237253000269251
43,self-employed,married,high.school,yes,no,cellular,sep,thu,1,999,0,nonexistent,-3.4,92.379,-29.8,0.766,5017.5,1,0.9237253000269251,0.9237253000269251
28,student,single,high.school,no,no,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,1,0.9237253000269251,0.9237253000269251
49,blue-collar,married,basic.4y,yes,no,cellular,sep,tue,2,999,0,nonexistent,-3.4,92.379,-29.8,0.77,5017.5,1,0.9237253000269251,0.9237253000269251
49,unemployed,married,high.school,yes,no,cellular,sep,wed,1,999,0,nonexistent,-3.4,92.379,-29.8,0.768,5017.5,1,0.9237253000269251,0.9237253000269251
83,retired,married,basic.4y,yes,no,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,1,0.9237253000269251,0.9237253000269251
69,retired,married,high.school,no,no,cellular,sep,fri,3,999,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,1,0.9237253000269251,0.9237253000269251
24,student,single,basic.9y,yes,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,1,0.9237253000269251,0.9237253000269251
36,admin.,married,high.school,yes,no,cellular,sep,thu,1,999,0,nonexistent,-3.4,92.379,-29.8,0.766,5017.5,1,0.9237253000269251,0.9237253000269251
41,management,married,basic.6y,no,no,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,1,0.9237253000269251,0.9237253000269251
50,admin.,married,high.school,yes,yes,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,1,0.9237253000269251,0.9237253000269251
35,entrepreneur,married,high.school,no,no,cellular,sep,tue,2,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,1,0.9237253000269251,0.9237253000269251
70,retired,married,basic.4y,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1,0.9236729586099146,0.9236729586099146
23,admin.,single,university.degree,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.9236543617689195,0.9236543617689195
23,admin.,single,university.degree,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.9236543617689195,0.9236543617689195
34,technician,married,university.degree,no,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.9235843575024427,0.9235843575024427
34,admin.,single,university.degree,yes,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.9235843575024427,0.9235843575024427
34,admin.,single,high.school,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.9235843575024427,0.9235843575024427
37,admin.,married,high.school,no,yes,cellular,nov,mon,3,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,1,0.9235279304370876,0.9235279304370876
39,blue-collar,single,basic.4y,yes,no,telephone,mar,tue,3,999,0,nonexistent,-1.8,92.843,-50.0,1.687,5099.1,1,0.923522391975785,0.923522391975785
52,admin.,married,university.degree,no,no,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.379,-29.8,0.762,5017.5,1,0.9233619287325019,0.9233619287325019
30,self-employed,single,university.degree,yes,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,1,0.9233619287325019,0.9233619287325019
31,self-employed,married,university.degree,no,no,cellular,sep,wed,1,999,0,nonexistent,-3.4,92.379,-29.8,0.768,5017.5,1,0.9233619287325019,0.9233619287325019
56,entrepreneur,married,university.degree,yes,no,cellular,sep,thu,2,999,0,nonexistent,-3.4,92.379,-29.8,0.778,5017.5,1,0.9233619287325019,0.9233619287325019
76,management,married,university.degree,no,no,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,1,0.9233619287325019,0.9233619287325019
54,admin.,married,university.degree,no,yes,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,1,0.9233619287325019,0.9233619287325019
30,self-employed,single,university.degree,yes,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,1,0.9233619287325019,0.9233619287325019
27,technician,single,university.degree,yes,no,cellular,oct,wed,1,999,1,failure,-1.1,94.601,-49.5,1.043,4963.6,1,0.9231411924500995,0.9231411924500995
53,retired,single,basic.4y,yes,no,cellular,jun,mon,3,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,1,0.9231028762940494,0.9231028762940494
57,retired,married,professional.course,yes,no,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1,0.9231028762940494,0.9231028762940494
52,technician,married,professional.course,no,no,cellular,jun,mon,5,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,1,0.9231028762940494,0.9231028762940494
57,admin.,married,university.degree,yes,no,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1,0.9231028762940494,0.9231028762940494
57,retired,married,basic.4y,no,yes,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9231028762940494,0.9231028762940494
57,unemployed,married,basic.4y,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9231028762940494,0.9231028762940494
47,admin.,divorced,high.school,yes,no,cellular,sep,tue,1,999,1,failure,-3.4,92.379,-29.8,0.755,5017.5,1,0.9230444158740643,0.9230444158740643
49,unemployed,married,high.school,no,no,cellular,sep,wed,1,999,1,failure,-3.4,92.379,-29.8,0.768,5017.5,1,0.9230444158740643,0.9230444158740643
32,admin.,single,university.degree,yes,no,cellular,jul,wed,5,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,1,0.9228091829483417,0.9228091829483417
23,management,single,university.degree,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,1,0.9227704565608775,0.9227704565608775
33,admin.,married,university.degree,yes,no,cellular,mar,wed,8,999,0,nonexistent,-1.8,92.843,-50.0,1.548,5099.1,1,0.9227638022449666,0.9227638022449666
47,admin.,married,university.degree,no,no,cellular,sep,fri,3,999,1,failure,-3.4,92.379,-29.8,0.803,5017.5,1,0.9226780723806618,0.9226780723806618
29,admin.,single,university.degree,yes,no,cellular,sep,wed,2,999,1,failure,-3.4,92.379,-29.8,0.781,5017.5,1,0.9226780723806618,0.9226780723806618
62,entrepreneur,married,university.degree,no,no,cellular,sep,tue,1,999,1,failure,-3.4,92.379,-29.8,0.77,5017.5,1,0.9226780723806618,0.9226780723806618
36,admin.,single,university.degree,yes,no,cellular,sep,fri,1,999,1,failure,-3.4,92.379,-29.8,0.773,5017.5,1,0.9226780723806618,0.9226780723806618
49,services,married,high.school,no,no,cellular,jun,tue,4,999,0,nonexistent,-2.9,92.963,-40.8,1.286,5076.2,1,0.9226714978958139,0.9226714978958139
48,admin.,married,university.degree,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9226714978958139,0.9226714978958139
49,unemployed,married,professional.course,no,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.9226714978958139,0.9226714978958139
49,admin.,divorced,university.degree,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.9226714978958139,0.9226714978958139
36,admin.,married,university.degree,no,no,cellular,oct,fri,1,999,2,failure,-3.4,92.431,-26.9,0.739,5017.5,1,0.9225047557639846,0.9225047557639846
25,admin.,married,university.degree,yes,no,cellular,jun,mon,3,999,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2,1,0.9224836681923796,0.9224836681923796
